Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,619,Ghost Town,"1017 3rd Ave, Savoy-Plaza Hotel","<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447146063996!6m8!1m7!1sxd4mHkSjlIVv2sM_sgfoKQ!2m2!1d40.76245602153623!2d-73.96594096756118!3f138!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","""The Flames of New York"" by Mike Davis, <i>The New Left Review</i>, 2010","Although many dispute the trader suicides on Black Tuesday, there were other witnesses. Winston Churchill, visiting New York, was awakened the day after Black Tuesday by the noise of a crowd outside the Savoy-Plaza Hotel. ""Under my very window a gentleman cast himself down fifteen storeys and was dashed to pieces, causing a wild commotion and the arrival of the fire brigade,"" he wrote.","On the original Black Tuesday in 1929, Lorca, the Andalusian poet wandered through the canyons of Wall Street, watching in amazement as ruined investors flung themselves from windows of monstrous buildings. “The ambulances collected suicides”, he wrote, “whose hands were full of rings.” Amidst the “merciless silence of money,” Lorca “felt the sensation of real death, death without hope, death that is nothing but rottenness.” It was easy, then, for him to visualize the inevitable destruction of lower Manhattan by “hurricanes of gold” and “tumults of windows.”",,
,699,City on Fire,Union Square,,"<i>De Kooning: An American Master</i> by Mark Stevens and Annalyn Swan, 2004",,...an “eternally milling circle of radicals in argument.”,"Alfred Kazin described a typical night at Union Square this way: “The place boiling as usual, with crowds lined up at the frankfurter stands and gawking at the fur models who in a lighted corner window perched above the square walked round and round like burlesque queens ... There was always a crowd in Union Square; the place itself felt like a crowd through which you had to keep pushing to get anywhere.” Often Gorky and de Kooning, after a late night spent talking about painting, would stroll through the square and observe the scene—what Kazin described as an “eternally milling circle of radicals in argument.”",
,6,Politics,53rd St & 7th Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447023697821!6m8!1m7!1s5GHdsikZ4yC_7YLw3QeMqg!2m2!1d40.76269652743618!2d-73.98210489602945!3f24!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Edwin Denby: Dance Writings and Poetry</i> by Edwin Denby and Robert Cornfield, 1998","Edwin Denby describes Willem de Kooning's inspiring encounter with André Breton at 53rd St & 7th Ave in his 1957 essay ""The Thirties."" <a href=""http://isola-di-rifiuti.blogspot.com/2012/10/notebook-edwin-denby-ted-berrigan-clark.html"">Read the entire passage here.</a> ","Marxist talk of the thirties was one-track. The generous feeling in it was stopped by a rigid perspective, a single center of action, and by jokes with only one side to them.","Marxist talk of the thirties was one-track. The generous feeling in it was stopped by a rigid perspective, a single center of action, and by jokes with only one side to them. If one overlooked that, what was interesting was the peremptoriness and the paranoia of Marxism as a ferment or method of rhetoric. But artists who looked at painting were used to a brilliance in such a method on the part of the Paris surrealists and to a surrealist humor that the political talk did not have. Politically everybody downtown was anti-fascist, and the talk went on peacefully. Then when friends who had fought in Spain returned, their silence made an impression so direct that the subject was dropped. Against everybody’s intention it had become shameless.
      In the presence of New York at the end of the thirties, the paranoia of surrealism looked parlor-sized or arch. But during the war Bill told me he had been walking uptown one afternoon and at the corner of 53rd and 7th he had noticed a man across the street who was making peculiar gestures in front of his face. It was Breton and he was fighting off a butterfly. A butterfly had attacked the Parisian poet in the middle of New York. So hospitable nature is to a man of genius.",
,,x,,,"<i>Edwin Denby: Dance Writings and Poetry</i> by Edwin Denby and Robert Cornfield, 1998",,"I remember walking at night in Chelsea with Bill during the depression, and his pointing out to me on the pavement the dispersed compositions—spots and cracks and bits of wrappers and reflections of neon-light—neon-signs were few then.",,
2,110,x,24th St & 7th Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447023008420!6m8!1m7!1seDJLbRNlyi4g-3Sy_QyIPg!2m2!1d40.74439894300923!2d-73.9954320013483!3f34!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","“24th Street” by Fortunato Depero in <i>Burning City: Poems of Metropolitan Modernity</i>, 2012",,"Below the buildings, on the streets we find the crowded mass of “tired and scattered” people (wearing “cynical masks of struggle and tiredness—faces of iron—hearts of iron—tongue of iron—crowd of iron ... ”) ","Below the buildings, on the streets we find the crowded mass of “tired and scattered” people (wearing “cynical masks of struggle and tiredness—faces of iron—hearts of iron—tongue of iron—crowd of iron ... ”) pressed together with more goods (slicing down and across the corner of 24th Street and7th Avenue: “real furs and fake furs by the million: mountains of the most delicate breasts to cover millions of PINK-WOMEN; BROWN AND BLACK WOMEN”)",
,,x,,,"“24th Street” by Fortunato Depero in <i>Burning City: Poems of Metropolitan Modernity</i>, 2012",,"thousands-millions-trillions<br>
of probabilities of percents<br>
of accounts-credits-debits<br>
provisions-customs-tariffs ",,
,,Landmarks,377 Park Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447024607098!6m8!1m7!1sXik_8hE7AyJQGmJYNy-c6g!2m2!1d40.7589254253515!2d-73.97256255151338!3f179!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>We Tell Ourselves Stories in Order to Live: Collected Nonfiction</i> by Joan Didion, 2006","From Joan Didion's farewell letter to New York, ""<a href=""http://www.npr.org/templates/story/story.php?storyId=10597344"">Goodbye to All That</a>."" ","The Seagram Building fountains dissolve into snowflakes, I enter a revolving door at twenty and come out a good deal older.",,
,,Landmarks,Washington Square Park ,,"<i>We Tell Ourselves Stories in Order to Live: Collected Nonfiction</i> by Joan Didion, 2006",,"We would watch the sky lighten and have a last drink with no ice and then go home in the early morning light, when the streets were clean and wet (had it rained in the night? we never knew) and the few cruising taxis still had their headlights on and the only color was the red and green of the traffic signals ... I liked the bleak branches above Washington Square at dawn, and the monochromatic flatness of Second Avenue, the fire escapes and the grilled storefronts peculiar and empty in their perspective.",,
,,x,,,Diehl,,The Bund had their own tailor in Queens who custom made Nazi uniforms.,,
,,x,,,Diehl,,"Camp Siegfried in Yaphank, Long Island. A forty-four acre Nazi recruiting and training center. At the Yaphank station, a small army of uniformed children greeted hundreds of Bundists coming from Penn Station; together they marched through the town of Brookhaven, swastikas waving as an eighteen-piece tuba-led band played <i>Die Spielmannszug</i>. Strains of Wagner drifted through the air. On the lawn grew a giant swastika made of bright red salvia and boxwood.",,
,699,City on Fire,Bowery...?,,"Digressions on Some Poems by Frank O'Hara by Joe LeSueur, 2003",,"And in a grim and industrial loft on the Bowery, Anarchist Club meetings were held on Saturday afternoons; they were solemn, earnest, somehow touching to me—it was as though its downtrodden members believed that their utopian flights of fancy may someday materialize.","And in a grim and industrial loft on the Bowery, Anarchist Club meetings were held on Saturday afternoons; they were solemn, earnest, somehow touching to me—it was as though its downtrodden members believed that their utopian flights of fancy may someday materialize.",
,,City on Fire,Delmonico's? Fifth ave?,,"<i>Digressions on Some Poems by Frank O'Hara</i> by Joe LeSueur, 2004",,“May Day” begins by disestablishing New York as a place of work and consecrating the city to pleasure,"“May Day” begins by disestablishing New York as a place of work and consecrating the city to pleasure. Provincial capitalists gather there “to buy for their women furs ... and bags of golden mesh and varicolored slippers.” Those who can’t afford such trinkets dream of them: working girls spend their lunch hours window-shopping on Fifth Avenue, fancying themselves the purchasers of jewelry, feather fans, silk gowns, and strings of pearls.A floral triumph greets the troops returning from the war. Merchantsand clerks forget “their bickerings and figurings” to watch the parade.As well as this welcome to the carousing troops, the city houses other festivities—a fraternity dance at Delmonico’s or the sordid revels at which Gordon Sterrett meets Jewel Hudson (who’d made a career for herself out of showing a good time to the soldiers back from France). Political outrage, when the mob besieges the offices of a left-wing paper, is, like pleasure, fueled by drink.",
,150,x,57th St & 5th Ave,,"<i>A Fairy Tale of New York</i> by J.P. Donleavy, 1973",,"That night walked crosstown on Fifty Seventh Street and turned left up the tiny hill into the automat. For the two dollar bill I gave the woman in the little booth she swept into the hollow of her marble counter a fistful of nickels, dimes, and quarters.<br>Took deep breaths of air along the big shadowy darknesses of Fifth Avenue to bring back my appetite. ","That night walked crosstown on Fifty Seventh Street and turned left up the tiny hill into the automat. For the two dollar bill I gave the woman in the little booth she swept into the hollow of her marble counter a fistful of nickels, dimes, and quarters.<br>Took deep breaths of air along the big shadowy darknesses of Fifth Avenue to bring back my appetite. Went back and forth examining the thicknesses
of meat between the bread sitting in these glass tabernacles. Dreamt all my young life of moments like this. When I could shove in the nickels and open up all the doors on all the doughnuts and pies I wanted. And show my little brother that I was magic.",
,,x,,,"<i>A Fairy Tale of New York</i> by J.P. Donleavy, 1973","Cornelius Christian has his first grim encounter in New York is with a funeral director, with whom he reluctantly takes employment to pay for the burial expenses for his dead wife.",And my short wave says there’s someone ready to jump down on Fifth and Fiftieth. If the snow stays and gets any deeper they’ll be a lot more. They go out the windows like pop corn off a red hot pan. Happens every time there’s a blizzard.,,
,x,Landmarks,x,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447024344950!6m8!1m7!1sKDL5CaAW5JdgLnukYGHECg!2m2!1d40.72995780614487!2d-73.99094303945168!3f225!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Manhattan Transfer</i> by John Dos Passos, 1973",,"Why the time will come—and I firmly believe that you and I will see it—when bridge after bridge spanning the East River have made Long Island and Manhattan one, when the Borough of Queens will be as much the heart and throbbing center of the great metropolis as is Astor Place today.",,
,296,x,,,"<i>Manhattan Transfer</i> by John Dos Passos, 1973",,"He crossed Sixth Avenue and followed the street into the dingy West Side, where there was a smell of stables and the sidewalks were littered with scraps of garbage and crawling children.",,
,452,Arts & Letters,75 1/2 Bedford Street ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447017652944!6m8!1m7!1sOb9hZhjsenc4qNnp65qrVQ!2m2!1d40.73137449036064!2d-74.00483612627211!3f254!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Manhattan Transfer</i> by John Dos Passos, 1973","Measuring only nine and a half feet wide, this circa-1873 home was at various times a carriage house, a cobbler’s shop, and part of a candy factory.
<br><br>
<i>My candle burns at both ends;<br>
It will not last the night;<br>
But ah, my foes, and oh, my friends--<br>
It gives a lovely light!</i>","Asked to recite her poetry at a party, Edna St. Vincent Millay would toss back her hair, bare her long white neck—she speculated in an early poem that she would someday be “strangled”—and launch into full declamation.",,
,454,Heroes,Central Park Zoo,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447019843066!6m8!1m7!1sf63xbGj7fPlCvlZ1oHCdRQ!2m2!1d40.76739865450548!2d-73.97072206266778!3f278!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Douglas,"Martha Grahm's unique style of dance the ""Graham techinique"" is taught worldwide. ","Martha Graham developed her savage choreography by walking up and down back and forth in the Central Park Zoo before the lion’s cage, studying his potential for violence. ",,
,,Scene,59 W 44th St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447017712472!6m8!1m7!1sh_jTR5MfMXxVwxJdEGzBPw!2m2!1d40.75584893476201!2d-73.9824478831411!3f4.37!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Douglas,"""The Algonquin Round Table"" at the Algonquin Hotel was a celebrated group of New York City writers, critics, actors and wits. Gathering initially as part of a practical joke, members of ""The Vicious Circle"", as they dubbed themselves, met for lunch each day at the Algonquin Hotel from 1919 until roughly 1929. Members included Dorothy Parker and Harold Ross, founder of the <i>New Yorker.</i>","James Thurber, drunk and legally blind, kept setting himself on fire with his cigarettes in the Algonquin Hotel.",,
,106,The Biz, 405 Lexington Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447154964189!6m8!1m7!1sO4FMEyIhedLl6jWMx7HkLQ!2m2!1d40.75182211452081!2d-73.97579793832247!3f146!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Douglas,,"If Chrysler produced a new model every year, why shouldn’t architects do the same? The skyscrapers were not only technology soon to be junked as obsolete, but pop and mass art, and whatever else it may be, mass art is transient, disposable, replaceable.",,
,312,x,,,Douglas,,"Scott Fitzgerald spent only three months in the advertising world but learned how to drop flamboyantly quotable lines such as: “All women over thirty should be shot.”<br><br>Scott had shrewd ideas about pushing his books. In a 1923 essay entitled “How I Would Sell My Book,” he urged the dealers to fill an entire store window with nothing but copies of his latest book, then station “a man with large spectacles sitting in the midst of them, frantically engrossed in the perusal of a copy.” Brash but incandescent self-promotion was one of the motive springs of young Fitzgerald’s art. “I am a fake,” he liked to explain in a half-conscious homage to the values of Madison Avenue, “but not a lie.”",,
,,x,,,Douglas,,"The 1920s were at least as post-Marxist as anti-Marxist. Remember this was the first age of the media, of book clubs, best-sellers, and record charts, of radios and talking pictures; by the end of the decade, one in every three Americans owned a radio and record player, three out of four went to the movies at least once a week, and virtually no one was out of reach
of advertising’s voice. Whatever the moderns’ apathy toward conventional politics, they were altogether alert to the bewildering array of cultural artifacts and phenomena that a full-blown consumer society throws into the hustling stakes of history. ","The 1920s were at least as post-Marxist as anti-Marxist. Remember this was the first age of the media, of book clubs, best-sellers, and record charts, of radios and talking pictures; by the end of the decade, one in every three Americans owned a radio and record player, three out of four went to the movies at least once a week, and virtually no one was out of reach
of advertising’s voice. Whatever the moderns’ apathy toward conventional politics, they were altogether alert to the bewildering array of cultural artifacts and phenomena that a full-blown consumer society throws into the hustling stakes of history. This was the first generation to grasp the supremacy to see that mass culture would acquire, to realize that, in the late- capitalist or consumer society America was becoming, there might not be distinct classes as Marx had explicated them in his studies of early capitalism a half-century earlier; instead of a clear distinction or face-off between the oppressor and the oppressed, there might be only a handy-dandy exchange between what the metropolitans termed “suckers” and “racketeers.” In a consumer society, this generation saw, everyone, wittingly or unwittingly, gets to play the “sucker” one moment and the “racketeer” the next. There are no classes in this shrewdly apolitical political vision, just people more and less deceived. Tricksters and impersonators appeared nightly as top Broadway entertainment; in mongrel Manhattan, con games were culture.",
,288,x,,,Douglas,,"Edmund Wilson listed more than a hundred terms for “drunk” in his “Lexicon of Prohibition” (1927): lit, squiffy, oiled, lubricated, owled, edged, jingled, piffed, piped, sloppy, woozy, happy, half-screwed, half-cocked, half-shot, half seas over, fried, stewed, boiled, zozzled, sprung, scrooched, jazzed, jagged, canned, corked, corned, potted, hooted, slopped, tanked, stinko, blind, stiff, under the table, tight, full, wet, high, horseback, liquored, pickled, ginned, shicker (Yiddish), spifflicated, primed, organized, featured, pie-eyed, cock- eyed, wall-eyed, glassy-eyed, bleary-eyed, hoary-eyed, over the Bay, four sheets in the wind, crocked, loaded, leaping, screeching, lathered, plastered, soused, bloated, polluted, saturated, full as a tick, loaded for bear, loaded to the muzzle, loaded to the plimsoll mark, wapsed down, paralyzed, ossified, out like a light, passed out cold, embalmed, buried, blotto, lit up like the sky, lit up like the Commonwealth, lit up like a Christmas tree, lit up like a store window, lit up like a church, fried to the hat, slopped to the ears, stewed to the gills, boiled as an owl, to have a bun on, to have a slant on, to have a skate on, to have a snootful, to have a skinful, to draw a blank, to pull a shut-eye, to pull a Daniel Boone, to have a rubber drink, to have a hangover, to have a head,to have the jumps, to have the shakes, to have the zings, to have the heeby- jeebies, to have the screaming meemies, to have the whoops and jingles, to burn with a low blue flame. ",,
,,W-Cinematic New York,,,Drehle,,"Referring to the queue outside the morgue after the Triangle fire, an angry police officer ordered his men to purge the line of ghouls and thrill seekers. “What do they think this is,” he grumbled, “the Eden Musée?” That was the city’s most popular silent movie house. ",,
,,Scene,West 28th Street & 6th Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447020655479!6m8!1m7!1sXXRjnH5el_lk0Dws7SeMpg!2m2!1d40.74538402160884!2d-73.99281836398629!3f119!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Dreiser,Tin Pan Alley is the name given to the collection of New York City music publishers and songwriters who dominated the popular music of the United States in the late 19th century and early 20th century. The name originally referred to a specific place: West 28th Street between Fifth and Sixth Avenue in Manhattan.,"In Twenty-seventh or Twenty-eighth Street, or anywhere along Broadway from Madison to Greeley Squares, are the parlors of a score of publishers, gentlemen who coordinate this divided world for song publishing purposes. There is an office and a reception room; a music- chamber, where songs are tried, and a stock room. Perhaps, in the case
of the larger publishers, the music-rooms are two or three, but the air of
each is much the same. Rugs, divans, imitation palms make this publishing house more bower than office. Three or four pianos give to each chamber
a parlor-like appearance. The walls are hung with the photos of celebrities, neatly framed, celebrities of the kind described. In the private music-rooms, rocking-chairs. A boy or two waits to bring professional copies at a word. A salaried pianist or two wait to run over pieces which the singer may desire to hear. Arrangers wait to make orchestrations or take down newly schemed out melodies which the popular composer himself cannot play. He has evolved the melody by a process of whistling and must have its fleeting beauty registered before it escapes him forever. Hence the salaried arranger.<br>","“In Twenty-seventh or Twenty-eighth Street, or anywhere along Broadway from Madison to Greeley Squares, are the parlors of a score of publishers, gentlemen who coordinate this divided world for song publishing purposes. There is an office and a reception room; a music- chamber, where songs are tried, and a stock room. Perhaps, in the caseof the larger publishers, the music-rooms are two or three, but the air ofeach is much the same. Rugs, divans, imitation palms make this publishing house more bower than office. Three or four pianos give to each chambera parlor-like appearance. The walls are hung with the photos of celebrities, neatly framed, celebrities of the kind described. In the private music-rooms, rocking-chairs. A boy or two waits to bring professional copies at a word. A salaried pianist or two wait to run over pieces which the singer may desire to hear. Arrangers wait to make orchestrations or take down newly schemed out melodies which the popular composer himself cannot play. He has evolved the melody by a process of whistling and must have its fleeting beauty registered before it escapes him forever. Hence the salaried arranger.<br><br>Into these parlors then, come the mixed company of this distinctive world: authors who have or have not succeeded, variety artists who have some word from touring fellows or know the firm, masters of small bands throughout the city or the country, of which the name is legion, orchestra-leaders of Bowery theaters and uptown variety halls, and singers.",
,301,,,,Dreiser,,"A whole section of Elizabeth Street is given up to the sale of stale fish at ten and fifteen cents a pound, and the crowd of Italians, Jews and Bohemians who are taking advantage of these modest prices is swarming over the sidewalk and into the gutters. A four- or five-pound fish at fifteen cents a pound will make an excellent Christmas dinner for four, five or six. A thin, ice-packed and chemically-preserved chicken at fifteen or twenty centsa pound will do as much for another family. Onions, garlic, old cast-off preserves, pickles and condiments that the wholesale houses uptown have seen grow stale and musty on their shelves, can be had here for five, ten and fifteen cents a bottle, and although the combination is unwholesome it will be worked over as Christmas dinners for the morrow. Cheap, unsalable, stale, adulterated these are the words that should be stamped on every bottle, basket and barrel that is here being scrambled over. And yet the purchasers would not be benefited any thereby. They must buy what they can afford. What they can afford is this.",,
,125,New Yorkers,11th St & 1st Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447148596370!6m8!1m7!1stwiHNMAAq4TgwNNlKJMDaQ!2m2!1d40.72935063226895!2d-73.9840057184326!3f299!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Ellis,,"Abandon all hope ye who enter here is scrawled in blood red lettering on the side of the Chemical Bank near the corner of Eleventh and First and is in print large enough to be seen from the backseat of the cab as it lurches forward in the traffic leaving Wall Street and just as Timothy Price notices the words a bus pulls up, the advertisement for <i>Les Misérables</i> on its side blocking his view...","Abandon all hope ye who enter here is scrawled in blood red lettering on the side of the Chemical Bank near the corner of Eleventh and First and is in print large enough to be seen from the backseat of the cab as it lurches forwardin the traffic leaving Wall Street and just as Timothy Price notices the wordsa bus pulls up, the advertisement for <i>Les Misérables</i> on its side blocking his view, but Price who is with Pierce & Pierce and twenty-six doesn’t seem to care because he tells the driver he will give him five dollars to turn up the radio, “Be My Baby” on WYNN, and the driver, black, not American, does so ... Price calms down, continues to stare out the cab’s dirty window, probably at the word FEAR sprayed in red graffiti on the side of a McDonald’s on Fourth and Seventh ... Like in a movie another bus appears, another poster for <i>Les Misérables</i> replaces the word—not the same bus because someone has written the word DYKE over Eponine’s face. ",
,,Politics,"Morgan Library, 225 Madison Avenue at East 36th Street",,Ellis,,"J. Pierpont Morgan dealt himself another hand of solitaire and listened for the twentieth century. It was the night of December 31, 1899, and Morgan sat in the library of his Madison Avenue mansion. Logs crackled in the fireplace. To the left of the hearth stood a bookcase holding two metal statues of knights in armor, a clock perched between them. From time to time Morgan may have lifted his dark-hazel eyes to glance at the clock.The clock began tolling the hour of midnight. Morgan may have raised his massive head at the very first bing. So the twentieth century had arrived? Very well. Within a little more than a year Morgan was to create the first billion-dollar corporation in history, the United States Steel Corporation. Bong!",,
,,x,47th St & Central Park West ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447146938626!6m8!1m7!1salTWSksAKN8EXZCWUTNvLw!2m2!1d40.7775452!2d-73.9749901!3f296!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Ellis,,"In 1899, America’s first auto fatality occurred when an sixty-eight-year-old real estate broker, named Henry H. Bliss, was knocked down as he stepped off a southbound streetcar at Central Park West and Seventy-fourth Street.",,
,,x,1st Ave & 74th St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447107885334!6m8!1m7!1s1_jsTuSpju0QgyF46waSMg!2m2!1d40.76916732208858!2d-73.95514955807248!3f347.15941121255327!4f13.007632459162494!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Ellis,"Dachunds are known by their more popular name, ""Weiner Dogs."" The hot dog--also a German import--is a staple of New York street food. ","Dachshunds, a breed of dogs well liked by Germans, were kicked on the sidewalks of New York and renamed liberty pups. Sauerkraut became liberty cabbage. German measles were liberty measles. The Bank of Germany at First Avenue and Seventy-fourth Street changed its name to the Bank of Europe.",,
,,Animal New York,Central Park Zoo,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447121525267!6m8!1m7!1soqWSDpHDXpJZw2rn3OEJzQ!2m2!1d40.76749201600873!2d-73.9706551220753!3f287!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Ellis (Epic),"The ""1874 Central Park Zoo Escape"" was a hoax perpetrated in the <i>New York Herald</i> on November 9, 1874. A rhinoceros was said to be the first to escape, goring his keeper to death and setting into motion the escape of his neighbors. Other animals that the Herald reported free included ""a polar bear, a panther, a Numidian lion, several hyenas, and a Bengal tiger.""","In the zoo, the lion’s cages were so flimsy that animal keepers carried shotguns to protect children if the beasts escaped.",,
,,,,,"Ellis, Epic",,,,
,302,,,,"Ellis, Epic",,"In the winter of 1900 Bernarr MacFadden opened a restaurant, at 487 Pearl Street, where most items sold for one cent.<br><br>Perplexed by the diversity of dietary habits and helpless in the faceof grafting food contractors, Ellis Island staff members often fed the immigrants little more than prunes and bread. One employee brought out a big pail filled with prunes. Another walked into the mess hall carrying sliced loaves of rye bread. A third plunged a dipper into the pail, slopped prunes onto a big slice of bread, and cried to the bewildered immigrants, “Here! Now go and eat!”",,
,,New Yorkers,504 Broadway,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447153553706!6m8!1m7!1sJO9NcNZLYyNTelaeziUsfQ!2m2!1d40.72224983175652!2d-73.99946954315351!3f112.85!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","Ellis, Psycho",,Some kind of existential chasm opens before me while I’m browsing in Bloomingdale’s. ,,
,,,,,Elllis (Glamorama),,"Stills from Chloe’s loft in a space that looks like it was designed by Dan Flavin: two Toshiyuki Kita hop sofas, an expanse of white-maple floor, six Baccarat Tastevin wineglasses—a gift from Bruce and Nan Weber—dozens of white French tulips, a StairMaster and a free-weight set, photography books— Matthew Rolston, Annie Leibovitz, Herb Ritts—all signed, a Fabergé Imperial egg—a gift from Bruce Willis (pre-Demi)—a large plain portrait of Chloe by Richard Avedon, sunglasses scattered all over the place, a Helmut Newton photo of Chloe walking seminude through the lobby of the Malperisa in MilanByrne, while nobody notices, a large William Wegman and giant posters for the movies <i>Butterfield 8</i>, <i>The Bachelor Party</i> with Carolyn Jones, Audrey Hepburn in <i>Breakfast at Tiffany’s</i>. A giant fax sheet taped above Chloe’s makeup table lists Monday 9am Byron Lars, 11am Mark Eisen, 2pm Nicole Miller, 6pm Ghost, Tuesday 10am Ralph Lauren, Wednesday 11am Anna Sui, 2pm Calvin Klein, 4pm Bill Blass, 7pm Isaac Mizrahi, Thursday 9am Donna Karan, 5pm Todd Oldham and on and on until Sunday. Piles of foreign currency and empty Glacier bottles litter tables and countertops everywhere. In her refrigerator the breakfast Luna has already prepared: ruby-red grapefruit, Evian, iced herbal tea, nonfat plain yogurt with blackberries, a quarter of a poppy-seed bagel, sometimes toasted, sometimes not, Beluga if it’s a “special day.” Gilles Bensimon, Juliette Lewis, Patrick Demarchelier, Ron Galotti, Peter Lindbergh and Baxter Priestly have all left messages. ",,
,273,,,,ERicson,,"Just south of the statue of Father Duffy at 46th Street between Broadway and Seventh Avenue is a large subway grating on a pedestrian island. If you walk over it, you will hear a steady sound, not unlike that of a conch shell held up to the ear. If you stand still for a long enough time, you will notice that the sound changes gradually and subtly ... It does not pollute the air nor force itself on one, the way Muzak does in restaurants and other public places, but rather steals into one’s consciousness, and by its uniqueness it makes one listen to the sounds—chiefly traffic noise—with a greater appreciation of special textures.",,
,176,,,,"Ezra Pound, Personae",,"My City, my beloved,<br>Thou art a maid with no breasts,<br> Thou art slender as a silver reed.",,
,254,Under the Influence,east 78th and third ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446845364996!6m8!1m7!1stT4YAqm6Vpa70M-qcKKVfQ!2m2!1d40.7735957!2d-73.9577825!3f60!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Falter,https://www.youtube.com/watch?v=niuNlPo1q9M,"Paul McCartney: “We’d hear people say, ‘You can get anything off him, any pills you want.’ It was a big racket. The song was a joke about this fellow who cured everyone of everything with all these pills and tranquilizers. He just kept New York high.” ","Paul McCartney: “We’d hear people say, ‘You can get anything off him, any pills you want.’ It was a big racket. The song was a joke about this fellow who cured everyone of everything with all these pills and tranquilizers. He just kept New York high.” John Lennon paid sardonic tribute to an actual New York doctor. His real name was Charles Roberts, whose unorthodox prescriptions had made him a great favorite of Andy Warhol’s entourage and, indeed, of The Beatles themselves, whenever they passed through town. In fact, the name was based on the New York Dr. Feelgood character Dr. Robert Freymann, whose discreet East 78th Street clinic was conveniently located for Jackie Kennedy and other wealthy Upper East Siders from Fifth Avenue and Park to stroll over for their vitamin B-12 shots, which also happened to contain a massive dose of amphetamine. Dr. Robert’s reputation spread and it was not long before visiting Americans told John and Paul about him.<br><br> German born Robert Freymann, sometimes known as Dr. Robert or “The Great White Father” (reportedly because of having a tuft of white hair), continued his practice in New York for many years administering legal amphetamines in larger than needed doses to mostly well-to-do clients. “I have a clientele that is remarkable, from every sphere of life,” he has stated. “I could tell you in ten minutes probably 100 famous names who come here.” He continued his practice until he was expelled from the New York State Medical Society in 1975 for malpractice. His book What’s So Bad About Feeling Good? was published in 1983. He passed away in 1987.",
